customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
PY42157,Washington,F,High School or Below,2472.2539,62006.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
OL36978,California,F,High School or Below,5405.5184,67241.0,68.0,1/1/00,Personal Auto,Two-Door Car,5.674809
KT40899,California,M,High School or Below,9352.479,75436.0,78.0,1/0/00,Personal Auto,Four-Door Car,9.747442999999999
WE60408,AZ,F,College,4339.8711,91761.0,109.0,1/2/00,Personal Auto,SUV,779.052276
LG64797,California,F,College,17723.764,25771.0,222.0,1/0/00,Personal Auto,Luxury SUV,1253.984948
MD87746,Oregon,M,College,7507.455400000001,60920.0,64.0,1/0/00,Personal Auto,Two-Door Car,231.20188599999997
QP80741,Washington,F,College,6048.5742,0.0,61.0,1/3/00,Corporate Auto,Four-Door Car,292.8
WO59883,Washington,F,High School or Below,19014.4763,29822.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8
MU79385,AZ,M,College,10080.3703,60944.0,130.0,1/2/00,Personal Auto,SUV,623.505066
JH30384,California,F,High School or Below,6503.397,22081.0,84.0,1/0/00,Personal Auto,Two-Door Car,451.670309
LL45497,Washington,female,College,2487.7297,67282.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6
SK95364,California,F,College,4620.3901000000005,0.0,130.0,1/0/00,Personal Auto,SUV,936.0
VG56765,Arizona,M,High School or Below,2471.5284,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025
NE24371,Oregon,F,College,6494.244000000001,15300.0,85.0,1/0/00,Personal Auto,Four-Door Car,408.0
KR48903,Washington,M,High School or Below,2504.9076,88264.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6
ZF27999,Nevada,F,College,4904.8947,12902.0,139.0,1/0/00,Personal Auto,Sports Car,667.2
MH40017,Arizona,M,High School or Below,4802.477,29809.0,61.0,1/0/00,Personal Auto,Four-Door Car,365.312072
YJ99764,Nevada,M,High School or Below,7955.7748,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2
AG22225,Oregon,M,High School or Below,6941.900799999999,0.0,96.0,1/0/00,Personal Auto,Four-Door Car,460.8
ZJ26179,Oregon,M,Bachelor,8382.4784,25998.0,71.0,1/0/00,Personal Auto,Four-Door Car,791.8780419999999
VO36036,Oregon,F,Doctor,3536.4318,28248.0,90.0,1/0/00,Personal Auto,Four-Door Car,634.385937
ZQ94281,California,F,College,3244.8165999999997,68103.0,82.0,1/0/00,Personal Auto,Two-Door Car,277.79598799999997
CK40732,California,F,High School or Below,7611.2128,0.0,103.0,1/0/00,Special Auto,Four-Door Car,741.6
UT73461,Oregon,F,Doctor,4505.3983,81079.0,111.0,1/0/00,Special Auto,SUV,134.222332
LT57320,Nevada,F,Master,2445.8448000000003,22732.0,62.0,1/0/00,Personal Auto,Four-Door Car,15.616535
BZ44726,Nevada,F,High School or Below,16477.7684,49825.0,70.0,1/3/00,Corporate Auto,Two-Door Car,336.0
VU32116,Oregon,F,College,3546.4002,0.0,103.0,1/0/00,Personal Auto,SUV,621.9593570000001
EG94326,Nevada,M,High School or Below,4277.2701,77265.0,107.0,1/0/00,Personal Auto,SUV,513.6
EJ43595,California,M,High School or Below,4784.773499999999,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,779.629297
QI37869,California,M,College,7572.237700000001,12876.0,107.0,1/2/00,Corporate Auto,Four-Door Car,425.964628
SX65826,Arizona,M,Bachelor,11760.8764,36431.0,99.0,1/0/00,Personal Auto,Two-Door Car,513.252488
XO42145,Oregon,M,High School or Below,3933.8140000000003,25927.0,103.0,1/0/00,Personal Auto,SUV,674.973614
WJ74851,Nevada,F,Bachelor,5700.7618,26811.0,72.0,1/0/00,Personal Auto,Two-Door Car,465.763576
IG68709,Oregon,F,High School or Below,3498.6348,41711.0,90.0,1/0/00,Personal Auto,Four-Door Car,351.286604
AC75391,Arizona,F,College,5768.0913,35091.0,74.0,1/0/00,Corporate Auto,Two-Door Car,418.927204
WO94087,Arizona,F,Bachelor,6361.954000000001,0.0,87.0,1/0/00,Corporate Auto,Four-Door Car,417.6
YJ69332,Oregon,F,High School or Below,6503.397,22081.0,84.0,1/0/00,Personal Auto,Two-Door Car,451.670309
WX87964,Washington,M,High School or Below,4935.19,29560.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
PD32641,Oregon,M,College,5785.2235,31320.0,72.0,1/0/00,Personal Auto,Four-Door Car,293.86579
CK39096,Oregon,M,High School or Below,5619.6891000000005,0.0,153.0,1/0/00,Personal Auto,SUV,1027.0000289999998
QV19964,Oregon,M,Doctor,2599.2896,33947.0,66.0,1/1/00,Personal Auto,Four-Door Car,192.213037
BF72793,California,F,High School or Below,6732.970899999999,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,446.4
WB12017,California,F,College,18321.8665,21189.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
JO17193,Washington,M,Bachelors,2300.6915,25905.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
AY84441,Oregon,M,High School or Below,4002.8576000000003,0.0,114.0,1/0/00,Personal Auto,SUV,820.8
JQ65500,Oregon,F,Bachelor,8620.9974,44988.0,108.0,1/0/00,Corporate Auto,Two-Door Car,518.4
OI29521,Oregon,F,College,10388.985999999999,33432.0,90.0,1/0/00,Corporate Auto,Two-Door Car,161.423101
MJ51323,Oregon,F,Bachelor,8427.1725,46503.0,215.0,1/1/00,Personal Auto,Luxury SUV,1032.0
QI64880,California,M,Bachelor,7007.274200000001,0.0,101.0,1/0/00,Corporate Auto,SUV,973.7871759999999
HV93429,Oregon,F,Master,5176.5791,23636.0,65.0,1/0/00,Personal Auto,Four-Door Car,81.452537
TA89713,Oregon,M,College,5389.4995,66429.0,136.0,1/0/00,Personal Auto,Sports Car,57.712984999999996
OB98149,Washington,F,College,4700.0075,11417.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
LE65901,Oregon,F,Bachelor,4434.9414,58082.0,112.0,1/1/00,Personal Auto,SUV,103.022126
FF68864,Arizona,F,Bachelor,14010.527399999999,36523.0,71.0,1/0/00,Personal Auto,Four-Door Car,101.353875
YX99200,Nevada,M,Bachelor,12350.058200000001,54710.0,103.0,1/0/00,Personal Auto,Two-Door Car,294.058449
LZ26801,California,F,High School or Below,8161.576899999999,73466.0,102.0,1/1/00,Personal Auto,SUV,204.74051
TA66375,Oregon,F,Bachelor,11009.130500000001,51643.0,283.0,1/0/00,Corporate Auto,Luxury Car,1358.4
SC92090,Arizona,M,College,8717.0498,83846.0,74.0,1/3/00,Personal Auto,Four-Door Car,355.2
TK40018,Oregon,M,High School or Below,5917.466600000001,0.0,169.0,1/0/00,Personal Auto,SUV,1207.084251
ZD63451,California,M,Bachelor,2503.6604,53338.0,63.0,1/1/00,Personal Auto,Four-Door Car,35.45384
AO98601,Washington,,Bachelor,5018.885200000001,54500.0,63.0,1/0/00,Corporate Auto,Two-Door Car,302.4
DT35588,Oregon,M,College,4330.3859999999995,60475.0,107.0,1/0/00,Personal Auto,Four-Door Car,513.6
VF87723,California,M,College,10487.7433,30658.0,89.0,1/0/00,Personal Auto,Four-Door Car,441.75758499999995
QP69826,Arizona,M,Bachelor,3567.5038,0.0,102.0,1/0/00,Corporate Auto,SUV,660.4304559999999
UW37050,Oregon,F,Bachelor,19896.4223,60420.0,248.0,1/0/00,Personal Auto,Luxury SUV,632.9443660000001
UH62254,Oregon,M,Bachelor,21423.6372,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
IA15979,Washington,M,College,6948.3259,40598.0,91.0,1/0/00,Personal Auto,Four-Door Car,302.791402
DB71122,California,F,Doctor,3515.8319,15144.0,90.0,1/0/00,Personal Auto,Four-Door Car,372.652536
TM14491,California,M,Bachelor,12036.6205,44428.0,104.0,1/0/00,Personal Auto,SUV,499.2
OY94707,California,M,College,3609.7983000000004,58297.0,97.0,1/5/00,Special Auto,Four-Door Car,647.039443
LN55080,Oregon,F,Bachelor,17732.4649,42191.0,74.0,1/1/00,Special Auto,Two-Door Car,68.647736
TZ47750,Nevada,M,Master,8509.8509,26057.0,74.0,1/0/00,Personal Auto,Four-Door Car,523.8888450000001
SJ74501,Arizona,F,Bachelor,5866.424300000001,26608.0,73.0,1/0/00,Personal Auto,Two-Door Car,234.234301
LE26899,California,M,Doctor,4825.5009,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,272.843439
ML34366,California,M,College,5389.4995,66429.0,136.0,1/0/00,Personal Auto,Sports Car,57.712984999999996
EI45850,California,F,Bachelor,7778.0056,25970.0,72.0,1/3/00,Personal Auto,Four-Door Car,430.818992
LD75023,Oregon,M,High School or Below,26346.0858,48268.0,223.0,1/0/00,Personal Auto,Luxury SUV,1605.6
JW12998,California,F,High School or Below,14866.451200000001,24279.0,126.0,1/0/00,Personal Auto,Sports Car,604.8
LP47259,Arizona,M,High School or Below,8324.2327,0.0,121.0,1/0/00,Corporate Auto,Sports Car,871.2
XD21246,Oregon,F,High School or Below,9238.306,0.0,128.0,1/0/00,Personal Auto,SUV,921.6
DW59142,Nevada,F,High School or Below,22693.290800000002,71879.0,64.0,1/0/00,Corporate Auto,Two-Door Car,9.163065
KX54900,Arizona,M,Doctor,6236.018599999999,57760.0,78.0,1/0/00,Special Auto,Four-Door Car,223.95008900000002
XV83643,California,M,College,5012.1848,20976.0,129.0,1/1/00,Personal Auto,Sports Car,735.6837690000001
XY33610,Washington,M,College,15695.5394,97750.0,65.0,1/0/00,Personal Auto,Four-Door Car,303.002922
GK48045,Washington,F,College,8214.6024,73245.0,68.0,1/0/00,Personal Auto,Four-Door Car,305.121363
ET79528,California,M,College,3118.9811,23008.0,79.0,1/1/00,Personal Auto,Four-Door Car,80.663097
RA66180,Washington,F,High School or Below,2764.0321000000004,33837.0,72.0,1/4/00,Corporate Auto,Two-Door Car,305.575785
BC66536,Arizona,F,High School or Below,6883.6866,84869.0,85.0,1/0/00,Corporate Auto,Four-Door Car,408.0
PN22481,Oregon,M,College,2215.9129000000003,0.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8
XR95069,Washington,,Bachelor,4854.7457,29834.0,6464.0,1/0/00,Personal Auto,Four-Door Car,307.2
IF38438,Arizona,F,High School or Below,21522.9475,44695.0,79.0,1/2/00,Personal Auto,Two-Door Car,81.16632299999999
ZC62609,Oregon,F,High School or Below,2761.6917,0.0,77.0,1/0/00,Personal Auto,Four-Door Car,554.4
FD64348,Oregon,M,High School or Below,22563.6184,23046.0,65.0,1/3/00,Personal Auto,Two-Door Car,1.687291
TA58285,Oregon,M,High School or Below,5285.918299999999,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,392.951076
WV66165,Oregon,F,High School or Below,35062.648,84811.0,111.0,1/0/00,Personal Auto,SUV,278.284943
YE27183,Oregon,M,Bachelor,5913.1990000000005,0.0,91.0,1/0/00,Corporate Auto,Four-Door Car,436.8
TI47802,California,F,Master,2593.3986999999997,0.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.2
ZZ44902,Arizona,M,High School or Below,12692.670900000001,40117.0,108.0,1/0/00,Personal Auto,Two-Door Car,750.082794
JD73594,Oregon,M,Bachelor,3309.1196999999997,72140.0,87.0,1/2/00,Personal Auto,Four-Door Car,417.6
VW82067,Washington,F,Master,5181.6209,97131.0,6464.0,1/0/00,Personal Auto,Four-Door Car,307.2
JS55721,California,M,College,2413.9306,12495.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
ZB62469,California,M,High School or Below,2161.6855,0.0,67.0,1/2/00,Corporate Auto,Two-Door Car,482.4
HZ74609,Oregon,F,Bachelor,5527.9889,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
TJ76363,Arizona,F,Doctor,10629.2179,36495.0,133.0,1/1/00,Corporate Auto,SUV,229.930796
QZ58370,Nevada,F,Bachelor,11820.1098,86801.0,98.0,1/0/00,Personal Auto,Four-Door Car,371.108203
RF44930,California,M,College,4964.6315,52679.0,62.0,1/0/00,Personal Auto,Four-Door Car,117.998498
VJ44100,California,M,Master,9122.9256,90804.0,113.0,1/0/00,Personal Auto,Sports Car,434.09775999999994
KN13494,Washington,F,Master,5181.6209,97131.0,6464.0,1/0/00,Personal Auto,Four-Door Car,307.2
NL80137,Oregon,F,College,3460.665,14262.0,90.0,1/0/00,Personal Auto,Four-Door Car,290.432527
NZ57065,Oregon,M,Bachelor,2872.9808000000003,36844.0,73.0,1/0/00,Personal Auto,Four-Door Car,283.966321
NM42917,Arizona,F,College,9927.877700000001,58703.0,127.0,1/2/00,Personal Auto,SUV,227.91607599999998
RR68322,Nevada,M,High School or Below,3482.687,65162.0,86.0,1/0/00,Personal Auto,Four-Door Car,134.43008400000002
OF78862,Oregon,F,College,3991.7272,54964.0,99.0,1/0/00,Personal Auto,Four-Door Car,525.515271
SC93784,Oregon,M,Bachelor,5510.1074,61401.0,69.0,1/0/00,Personal Auto,Four-Door Car,144.439335
CM59084,Oregon,F,High School or Below,3600.9343,25147.0,101.0,1/0/00,Corporate Auto,SUV,694.598288
QA41558,Oregon,F,Master,5419.458100000001,73536.0,67.0,1/0/00,Personal Auto,Two-Door Car,172.51852399999999
SD62061,Oregon,F,High School or Below,5810.6305,24860.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
VP13613,California,M,Bachelor,3942.7258,65404.0,99.0,1/0/00,Personal Auto,Four-Door Car,300.703109
HF96939,Oregon,M,High School or Below,3126.2719,34510.0,81.0,1/0/00,Personal Auto,Four-Door Car,388.8
DU18362,California,M,Bachelor,3530.0077,0.0,108.0,1/0/00,Corporate Auto,Two-Door Car,777.6
UG34438,Washington,F,College,10990.594799999999,44552.0,137.0,1/0/00,Personal Auto,SUV,311.10358199999996
XQ19793,Arizona,M,High School or Below,4772.9438,20993.0,133.0,1/0/00,Personal Auto,SUV,638.4
OB77084,Oregon,F,Bachelor,2202.3352,0.0,61.0,1/1/00,Personal Auto,Two-Door Car,292.8
LK74984,Washington,M,High School or Below,2459.1717000000003,21190.0,65.0,1/2/00,Personal Auto,Four-Door Car,312.0
JE13986,Arizona,F,College,10373.8888,62587.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8
QR15221,Washington,F,High School or Below,2584.2039,22562.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
LD49835,California,M,High School or Below,4307.4228,73345.0,107.0,1/0/00,Personal Auto,SUV,513.6
EK19337,Oregon,F,High School or Below,3040.2538,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,989.105367
GD55093,California,F,Master,19160.9899,22705.0,239.0,1/0/00,Personal Auto,Luxury SUV,1294.700423
RX19151,Washington,M,Bachelors,8176.576800000001,67137.0,111.0,1/5/00,Personal Auto,SUV,314.88032599999997
TJ30354,Oregon,F,Bachelor,5285.3076,22627.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
TA75663,California,F,Master,8024.993,38702.0,101.0,1/3/00,Personal Auto,SUV,253.36433300000002
WG15841,California,M,Bachelor,2810.4644,26790.0,71.0,1/0/00,Personal Auto,Two-Door Car,340.8
LO68739,Arizona,F,Bachelor,7739.5504,64859.0,96.0,1/0/00,Personal Auto,Four-Door Car,266.949266
BE61743,Washington,M,Bachelor,4109.7936,86657.0,103.0,1/0/00,Personal Auto,Sports Car,316.227946
EG56026,Nevada,F,High School or Below,3275.1620000000003,69263.0,81.0,1/2/00,Personal Auto,Two-Door Car,494.847804
VF21395,Oregon,M,Bachelor,2652.6953000000003,82655.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
SI11249,California,F,High School or Below,5048.2262,29401.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
PU95227,Washington,M,Bachelors,3362.4144,22853.0,87.0,1/0/00,Personal Auto,Four-Door Car,316.35677999999996
VO87785,Arizona,F,College,4858.4294,26480.0,63.0,1/0/00,Personal Auto,Two-Door Car,378.69523799999996
FS29897,Oregon,F,High School or Below,2144.9215,0.0,61.0,1/1/00,Personal Auto,Four-Door Car,292.8
JG36165,California,M,Bachelor,6042.6185,0.0,83.0,1/0/00,Personal Auto,Two-Door Car,904.385726
SJ42058,Oregon,F,High School or Below,3387.2033,73268.0,84.0,1/0/00,Personal Auto,Four-Door Car,93.623377
CU13711,Oregon,F,Doctor,10864.2749,95579.0,67.0,1/0/00,Personal Auto,Four-Door Car,308.63115899999997
GT65065,Oregon,F,Master,8842.65,42142.0,112.0,1/0/00,Personal Auto,Sports Car,396.17554
LO77543,Washington,M,College,2616.6139000000003,72302.0,66.0,1/0/00,Special Auto,Two-Door Car,316.8
UQ85283,California,M,Bachelor,30763.256400000002,41279.0,115.0,1/0/00,Personal Auto,Sports Car,251.42998799999998
QA49556,Washington,M,Master,5200.227800000001,23401.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
GE29173,Nevada,M,Bachelor,8591.305400000001,0.0,128.0,1/0/00,Corporate Auto,SUV,1448.994134
DF21541,Arizona,F,College,2646.5738,23170.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8
JL59571,Oregon,F,Bachelor,4607.2443,17343.0,63.0,1/0/00,Corporate Auto,Two-Door Car,208.659743
DF94525,Oregon,M,College,4860.62,25854.0,68.0,1/0/00,Personal Auto,Four-Door Car,396.284835
YO58424,Oregon,M,College,2580.8498999999997,46900.0,66.0,1/0/00,Corporate Auto,Four-Door Car,316.8
UF32671,Washington,F,College,5291.3953,57338.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
HO92982,California,M,High School or Below,8405.753,85355.0,71.0,1/2/00,Personal Auto,Two-Door Car,458.568921
MZ24175,Arizona,F,College,3096.5112,21604.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2
YD48962,Arizona,M,High School or Below,29412.2893,0.0,107.0,1/0/00,Personal Auto,SUV,513.6
RI52095,Washington,M,High School or Below,,51878.0,66.0,1/1/00,Personal Auto,Four-Door Car,316.8
MF18493,California,M,College,17497.522,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
EP61084,Nevada,F,High School or Below,3218.6086,68776.0,80.0,1/0/00,Personal Auto,Four-Door Car,87.861666
EN38348,Oregon,F,High School or Below,23207.2697,45039.0,96.0,1/0/00,Personal Auto,Four-Door Car,192.144838
FG46258,Washington,F,College,6921.974,16483.0,90.0,1/0/00,Corporate Auto,Two-Door Car,320.519977
LS98306,Nevada,M,High School or Below,13918.5348,64113.0,117.0,1/0/00,Special Auto,Four-Door Car,561.6
PZ47477,Arizona,M,High School or Below,8966.309799999999,41829.0,76.0,1/0/00,Personal Auto,Two-Door Car,416.365369
LT32391,California,F,Master,11981.9848,21514.0,62.0,1/0/00,Personal Auto,Two-Door Car,257.248789
KK30016,Nevada,M,Master,5532.6298,27722.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
OA89218,Nevada,F,College,11660.573,21506.0,151.0,1/0/00,Personal Auto,Sports Car,826.658992
CY47265,Oregon,F,High School or Below,2886.4516,10312.0,78.0,1/0/00,Personal Auto,Four-Door Car,486.27855700000003
ZI47663,Arizona,F,Bachelor,12741.8475,73054.0,106.0,1/1/00,Personal Auto,SUV,419.36595800000003
GO14008,Oregon,F,Bachelor,5398.0981,73775.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
BC43958,California,M,High School or Below,7285.031,44788.0,61.0,1/0/00,Corporate Auto,Four-Door Car,386.031248
AI61368,Nevada,F,High School or Below,17651.9634,22510.0,95.0,1/0/00,Personal Auto,Four-Door Car,456.0
UF37831,Arizona,M,Master,17029.8934,54613.0,213.0,1/0/00,Personal Auto,Luxury SUV,731.5590070000001
PO90615,Arizona,F,High School or Below,2491.2576,25965.0,65.0,1/0/00,Personal Auto,Four-Door Car,329.206567
GY74661,Oregon,F,College,4039.315,34911.0,105.0,1/1/00,Personal Auto,SUV,126.779673
MX50302,Oregon,M,Bachelor,2619.3374,78618.0,66.0,1/0/00,Special Auto,Two-Door Car,225.578841
TC84427,Oregon,F,High School or Below,5049.689600000001,61080.0,66.0,1/2/00,Personal Auto,Four-Door Car,294.284951
IQ82914,Oregon,F,Master,4983.4571000000005,60415.0,62.0,1/0/00,Personal Auto,Two-Door Car,72.665253
TY74870,California,F,Master,2530.6394,25143.0,66.0,1/0/00,Corporate Auto,Four-Door Car,8.737111
II83628,California,M,College,7396.7197,41045.0,64.0,1/1/00,Personal Auto,Four-Door Car,394.582401
ZR77995,California,M,College,3832.8985,97729.0,95.0,1/0/00,Personal Auto,Four-Door Car,97.176153
QT89604,Arizona,F,High School or Below,4961.405900000001,55702.0,61.0,1/0/00,Personal Auto,Four-Door Car,151.13336
AB21519,California,F,College,3861.4863,93272.0,95.0,1/0/00,Personal Auto,Four-Door Car,281.110788
MP47256,California,M,Bachelor,22658.5365,23665.0,67.0,1/0/00,Personal Auto,Four-Door Car,404.817249
MA47641,Oregon,M,High School or Below,10408.9687,20228.0,101.0,1/1/00,Personal Auto,SUV,523.815839
GQ20713,Nevada,F,College,4834.7105,38713.0,66.0,1/4/00,Personal Auto,Four-Door Car,316.8
WW87934,Arizona,F,Bachelor,8257.6665,23815.0,73.0,1/0/00,Personal Auto,Four-Door Car,424.330166
HF75276,Nevada,F,High School or Below,3052.6295,0.0,93.0,1/3/00,Personal Auto,Four-Door Car,446.4
ET64028,California,F,High School or Below,4012.3193,47221.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.2
QA41472,Oregon,M,Bachelor,13355.4864,34495.0,113.0,1/0/00,Personal Auto,SUV,389.673944
OZ92426,Oregon,M,College,2364.4316,46264.0,62.0,1/0/00,Corporate Auto,Four-Door Car,199.37361
UM69933,Nevada,M,College,2489.3379,46051.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
RQ11502,Nevada,F,Bachelor,4755.72,23975.0,128.0,1/0/00,Corporate Auto,SUV,614.4
TX98128,California,F,College,13864.385,0.0,74.0,1/4/00,Personal Auto,Four-Door Car,580.8867849999999
XY52165,Arizona,F,College,3020.4248,78561.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.2
GB39003,California,M,High School or Below,6285.3052,0.0,90.0,1/0/00,Personal Auto,Two-Door Car,432.0
VH43367,California,F,High School or Below,2506.022,61402.0,63.0,1/2/00,Special Auto,Four-Door Car,302.4
KG81168,Arizona,M,Bachelor,2826.3076,65090.0,71.0,1/0/00,Personal Auto,Four-Door Car,73.99509599999999
WU14549,Nevada,M,Master,4369.7179,88495.0,108.0,1/0/00,Personal Auto,Two-Door Car,535.926948
XB17553,Nevada,M,Bachelor,12174.588,52797.0,104.0,1/1/00,Personal Auto,Sports Car,88.173438
MY88518,Nevada,M,Doctor,3528.0443,31278.0,92.0,1/4/00,Personal Auto,Two-Door Car,441.6
XE18554,California,F,Bachelor,10436.5747,24177.0,92.0,1/1/00,Personal Auto,Four-Door Car,441.6
NY97446,Oregon,F,High School or Below,2746.1214,96339.0,68.0,1/0/00,Corporate Auto,Four-Door Car,293.205349
VT96364,California,M,Bachelor,9175.1719,68164.0,119.0,1/2/00,Personal Auto,Four-Door Car,222.582872
HF88410,Washington,,High School or Below,,36765.0,66.0,1/1/00,Personal Auto,Four-Door Car,320.84907200000004
DP92488,Washington,F,Doctor,2727.5208000000002,74592.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
VC54081,Oregon,F,College,9449.7459,0.0,63.0,1/0/00,Special Auto,Four-Door Car,117.74441599999999
CE94751,California,M,College,4568.8194,0.0,70.0,1/1/00,Personal Auto,Two-Door Car,524.836298
VM85856,Oregon,F,Master,2574.0204,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135
EH37385,Arizona,F,Master,8789.884100000001,22849.0,109.0,1/0/00,Personal Auto,Sports Car,523.2
FI45719,Arizona,M,Doctor,2507.4078,32893.0,63.0,1/0/00,Personal Auto,Four-Door Car,174.086385
SB79528,Oregon,M,College,2522.4146,0.0,73.0,1/0/00,Corporate Auto,Two-Door Car,350.4
WH81461,Nevada,M,College,7542.714,0.0,111.0,1/0/00,Personal Auto,SUV,1186.9724449999999
UD47050,Oregon,M,High School or Below,6005.2148,26876.0,76.0,1/0/00,Corporate Auto,Four-Door Car,364.8
XZ17273,Nevada,M,Bachelor,20998.2595,71663.0,74.0,1/0/00,Corporate Auto,Four-Door Car,84.494022
XR97812,California,M,College,2345.0845,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
BW88060,California,F,High School or Below,8783.1654,16994.0,112.0,1/0/00,Personal Auto,SUV,806.4
CP32818,Oregon,M,Bachelor,4529.9654,64270.0,117.0,1/0/00,Personal Auto,Sports Car,46.104534
CM52565,Nevada,F,High School or Below,6033.2224,0.0,83.0,1/0/00,Corporate Auto,Four-Door Car,597.6
YP40334,Oregon,F,Doctor,5308.246999999999,0.0,145.0,1/0/00,Personal Auto,SUV,358.765757
KD63998,California,M,College,2674.7307,56342.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
VC77127,California,F,High School or Below,4929.8075,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,837.438442
AM30008,California,M,High School or Below,14131.121299999999,28327.0,185.0,1/0/00,Personal Auto,Luxury Car,888.0
PC83755,Oregon,M,High School or Below,2471.5284,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025
XS22323,Arizona,M,High School or Below,6005.2148,26876.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8
ST27958,Washington,M,College,4386.2776,10621.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
BH23017,Nevada,F,Bachelor,19116.5681,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,657.808231
OD18225,California,M,College,6631.6655,32918.0,84.0,1/0/00,Personal Auto,Four-Door Car,403.2
VE31507,Oregon,F,High School or Below,7432.2999,0.0,71.0,1/0/00,Personal Auto,Four-Door Car,447.333545
NR18672,Nevada,M,High School or Below,2928.1151,63127.0,74.0,1/1/00,Personal Auto,Two-Door Car,174.292234
DM76654,California,M,College,46611.8738,22022.0,136.0,1/0/00,Personal Auto,SUV,979.2
YY11432,Oregon,F,High School or Below,16515.009299999998,51725.0,138.0,1/1/00,Personal Auto,SUV,159.004261
GK67747,Washington,M,College,4386.2776,10621.0,67.0,1/0/00,Special Auto,Four-Door Car,321.6
XA75063,Oregon,F,College,10213.5634,39719.0,131.0,1/0/00,Personal Auto,Sports Car,628.8
PQ13422,Nevada,M,College,10049.285899999999,58194.0,84.0,1/0/00,Personal Auto,Four-Door Car,450.996589
NA89685,Oregon,M,College,5746.1483,61990.0,72.0,1/0/00,Personal Auto,Four-Door Car,48.884434000000006
AL35726,Oregon,F,College,3746.7515999999996,41479.0,94.0,1/1/00,Personal Auto,Two-Door Car,19.575682999999998
WO70078,Oregon,F,Bachelor,7486.0684,97899.0,95.0,1/3/00,Personal Auto,Four-Door Car,3.7721050000000003
CA56041,Nevada,F,College,9120.065200000001,63878.0,113.0,1/0/00,Personal Auto,SUV,370.285349
HI41970,Oregon,F,High School or Below,5678.046700000001,68671.0,70.0,1/0/00,Special Auto,Two-Door Car,8.076879
AU46443,Nevada,F,Bachelor,7517.0838,0.0,102.0,1/0/00,Personal Auto,SUV,1178.995926
WC35554,Oregon,M,College,4530.5307,34640.0,117.0,1/2/00,Personal Auto,Sports Car,466.318191
JR10216,California,F,Bachelor,2691.3806,21959.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8
OH11674,Arizona,F,Bachelor,8068.6239000000005,51584.0,69.0,1/2/00,Corporate Auto,Two-Door Car,368.919773
US85318,Oregon,F,Bachelor,2478.5767,65744.0,62.0,1/0/00,Corporate Auto,Four-Door Car,166.507217
FS19862,Arizona,F,Bachelor,9112.0415,25198.0,118.0,1/0/00,Personal Auto,SUV,566.4
